,inspectionidnumber,dateofinspection,businessname,fulladdress,inspectiontype,inspectionscore,latitude,longitude
16741,247896,2018/06/05,GREEN AND THE GRAIN,200 6TH ST S #296,Follow-Up,92,44.9769,-93.26762
16749,252093,2018/07/24,GREEN AND THE GRAIN,200 6TH ST S #296,Follow-Up,96,44.9769,-93.26762
927,236634,2018/12/26,GREEN AND THE GRAIN,800 LASALLE AVE #213,Routine,96,44.97641,-93.27513
16734,247895,2019/04/16,GREEN AND THE GRAIN,200 6TH ST S #296,Routine,98,44.9769,-93.26762
19440,237191,2019/07/02,GREEN AND THE GRAIN,705 MARQUETTE AVE #257,Routine,96,44.97593,-93.27064
933,286273,2019/12/23,GREEN AND THE GRAIN,800 LASALLE AVE #213,Routine,100,44.97641,-93.27513
22397,20155,2017/09/13,GREENFIELD NATURAL KITCHEN,120 6TH ST S,Routine,90,44.97736,-93.26875
22404,225887,2017/11/02,GREENFIELD NATURAL KITCHEN,120 6TH ST S,Follow-Up,100,44.97736,-93.26875
22401,225886,2018/09/17,GREENFIELD NATURAL KITCHEN,120 6TH ST S,Routine,98,44.97736,-93.26875
22405,271962,2019/09/11,GREENFIELD NATURAL KITCHEN,120 6TH ST S,Routine,88,44.97736,-93.26875
22415,329211,2019/10/21,GREENFIELD NATURAL KITCHEN,120 6TH ST S,Follow-Up,100,44.97736,-93.26875
2614,20224,2018/09/19,GROUND ZERO/THE FRONT,15 4TH ST NE,Routine,96,44.98907,-93.25504
5460,279127,2019/01/10,GUAVAS CUBAN CAFE,5607 CHICAGO AVE,Routine,92,44.90136,-93.26232
5469,287080,2019/02/08,GUAVAS CUBAN CAFE,5607 CHICAGO AVE,Follow-Up,98,44.90136,-93.26232
5472,287079,2020/01/10,GUAVAS CUBAN CAFE,5607 CHICAGO AVE,Routine,82,44.90136,-93.26232
5485,340619,2020/01/23,GUAVAS CUBAN CAFE,5607 CHICAGO AVE,Follow-Up,96,44.90136,-93.26232
1570,44004,2017/03/21,H148 - THE BRIDGE FOR YOUTH,1111 22ND ST W,Routine,100,44.96063,-93.29405
1573,194253,2018/03/23,H148 - THE BRIDGE FOR YOUTH,1111 22ND ST W,Routine,96,44.96063,-93.29405
1577,247287,2019/03/22,H148 - THE BRIDGE FOR YOUTH,1111 22ND ST W,Routine,100,44.96063,-93.29405
21529,51016,2017/07/13,H148 - THE SALVATION ARMY ARCC,900 4TH ST N,Routine,98,44.98815,-93.28156
21532,204387,2018/07/12,H148 - THE SALVATION ARMY ARCC,900 4TH ST N,Routine,96,44.98815,-93.28156
21537,254465,2019/07/09,H148 - THE SALVATION ARMY ARCC,900 4TH ST N,Routine,92,44.98815,-93.28156
17976,303524,2019/06/04,HABANERO TACOS,3223 LAKE ST E,Routine,92,44.94809,-93.22467
2130,234213,2018/02/08,HAI HAI,2121 UNIVERSITY AVE NE,Routine,88,45.00973,-93.26238
2135,242469,2019/02/08,HAI HAI,2121 UNIVERSITY AVE NE,Routine,94,45.00973,-93.26238
19752,247731,2018/12/11,HAIKU JAPANESE BISTRO,620 WASHINGTON AVE SE,Routine,92,44.97349,-93.2294
19756,281251,2019/12/12,HAIKU JAPANESE BISTRO,620 WASHINGTON AVE SE,Routine,92,44.97349,-93.2294
12281,236684,2018/02/22,HAMBURGUESAS EL GORDO,4157 CEDAR AVE S,Routine,76,44.92713,-93.24694
12328,245978,2018/04/04,HAMBURGUESAS EL GORDO,4157 CEDAR AVE S,Follow-Up,84,44.92713,-93.24694
12336,247502,2018/05/15,HAMBURGUESAS EL GORDO,4157 CEDAR AVE S,Follow-Up,94,44.92713,-93.24694
12341,251674,2018/07/12,HAMBURGUESAS EL GORDO,4157 CEDAR AVE S,Follow-Up,94,44.92713,-93.24694
12345,254492,2018/09/25,HAMBURGUESAS EL GORDO,4157 CEDAR AVE S,Follow-Up,94,44.92713,-93.24694
12350,274468,2018/11/19,HAMBURGUESAS EL GORDO,4157 CEDAR AVE S,Follow-Up,98,44.92713,-93.24694
12303,245977,2019/03/11,HAMBURGUESAS EL GORDO,4157 CEDAR AVE S,Routine,66,44.92713,-93.24694
12355,307862,2019/05/30,HAMBURGUESAS EL GORDO,4157 CEDAR AVE S,Follow-Up,90,44.92713,-93.24694
12369,312875,2019/07/11,HAMBURGUESAS EL GORDO,4157 CEDAR AVE S,Follow-Up,94,44.92713,-93.24694
20037,20604,2017/01/04,HAMDI RESTAURANT,818 LAKE ST E,Routine,90,44.94863,-93.26191
20065,181433,2017/03/07,HAMDI RESTAURANT,818 LAKE ST E,Follow-Up,94,44.94863,-93.26191
20074,192275,2017/04/19,HAMDI RESTAURANT,818 LAKE ST E,Follow-Up,88,44.94863,-93.26191
20084,196676,2017/05/23,HAMDI RESTAURANT,818 LAKE ST E,Follow-Up,96,44.94863,-93.26191
20048,181432,2017/11/02,HAMDI RESTAURANT,818 LAKE ST E,Routine,76,44.94863,-93.26191
20098,232070,2017/12/18,HAMDI RESTAURANT,818 LAKE ST E,Follow-Up,96,44.94863,-93.26191
20089,232069,2018/10/30,HAMDI RESTAURANT,818 LAKE ST E,Routine,92,44.94863,-93.26191
20111,278164,2018/12/04,HAMDI RESTAURANT,818 LAKE ST E,Follow-Up,100,44.94863,-93.26191
20101,278163,2019/10/29,HAMDI RESTAURANT,818 LAKE ST E,Routine,86,44.94863,-93.26191
20113,335375,2019/11/26,HAMDI RESTAURANT,818 LAKE ST E,Follow-Up,100,44.94863,-93.26191
8788,20619,2017/01/26,HAMMER & SICKLE,1300 LAGOON AVE #150,Routine,66,44.94947,-93.29611
8819,190582,2017/04/20,HAMMER & SICKLE,1300 LAGOON AVE #150,Follow-Up,100,44.94947,-93.29611
8807,189700,2018/02/23,HAMMER & SICKLE,1300 LAGOON AVE #150,Routine,98,44.94947,-93.29611
8824,243622,2018/03/20,HAMMER & SICKLE,1300 LAGOON AVE #150,Follow-Up,100,44.94947,-93.29611
8823,243620,2019/02/27,HAMMER & SICKLE,1300 LAGOON AVE #150,Routine,100,44.94947,-93.29611
21868,204193,2017/07/27,HAMPTON INN & SUITES,2812 UNIVERSITY AVE SE,Routine,98,44.97104,-93.21676
21871,208352,2019/01/03,HAMPTON INN & SUITES,2812 UNIVERSITY AVE SE,Routine,96,44.97104,-93.21676
4212,20684,2017/08/01,HARD TIMES CAFE,1821 RIVERSIDE AVE,Routine,96,44.96945,-93.24616
4216,211472,2018/07/30,HARD TIMES CAFE,1821 RIVERSIDE AVE,Routine,96,44.96945,-93.24616
4221,258694,2019/07/30,HARD TIMES CAFE,1821 RIVERSIDE AVE,Routine,96,44.96945,-93.24616
10516,20703,2017/11/28,HARK'S NICOLLET,2401 NICOLLET AVE,Routine,100,44.95905,-93.27745
10517,234521,2019/11/19,HARK'S NICOLLET,2401 NICOLLET AVE,Routine,96,44.95905,-93.27745
6611,26718,2017/09/07,HARRIET BRASSERIE,2724 43RD ST W,Routine,70,44.9247,-93.31382
6657,225318,2017/10/25,HARRIET BRASSERIE,2724 43RD ST W,Follow-Up,92,44.9247,-93.31382
6666,230980,2018/01/08,HARRIET BRASSERIE,2724 43RD ST W,Follow-Up,94,44.9247,-93.31382
6674,237391,2018/02/26,HARRIET BRASSERIE,2724 43RD ST W,Follow-Up,98,44.9247,-93.31382
6641,225317,2018/09/18,HARRIET BRASSERIE,2724 43RD ST W,Routine,86,44.9247,-93.31382
6682,272869,2018/11/06,HARRIET BRASSERIE,2724 43RD ST W,Follow-Up,96,44.9247,-93.31382
6676,272868,2019/09/18,HARRIET BRASSERIE,2724 43RD ST W,Routine,96,44.9247,-93.31382
9867,180282,2018/02/06,HARRY SINGHS ORIG CARIBBEAN RESTAURANT,2653 NICOLLET AVE,Routine,98,44.95399,-93.27749
9876,242575,2019/02/06,HARRY SINGHS ORIG CARIBBEAN RESTAURANT,2653 NICOLLET AVE,Routine,100,44.95399,-93.27749
7426,26840,2017/03/30,HAZEL'S NORTHEAST,2859 JOHNSON ST NE,Routine,90,45.02025,-93.23674
7452,194264,2017/05/15,HAZEL'S NORTHEAST,2859 JOHNSON ST NE,Follow-Up,100,45.02025,-93.23674
7438,194263,2018/03/29,HAZEL'S NORTHEAST,2859 JOHNSON ST NE,Routine,84,45.02025,-93.23674
7461,247432,2018/05/07,HAZEL'S NORTHEAST,2859 JOHNSON ST NE,Follow-Up,84,45.02025,-93.23674
7471,249899,2018/06/01,HAZEL'S NORTHEAST,2859 JOHNSON ST NE,Follow-Up,90,45.02025,-93.23674
7457,247431,2019/03/15,HAZEL'S NORTHEAST,2859 JOHNSON ST NE,Routine,98,45.02025,-93.23674
7475,304252,2019/04/23,HAZEL'S NORTHEAST,2859 JOHNSON ST NE,Follow-Up,98,45.02025,-93.23674
169,26951,2017/09/13,HELLS KITCHEN,80 9TH ST S,Routine,88,44.97482,-93.27267
185,226528,2017/10/24,HELLS KITCHEN,80 9TH ST S,Follow-Up,96,44.97482,-93.27267
178,226527,2018/09/12,HELLS KITCHEN,80 9TH ST S,Routine,90,44.97482,-93.27267
208,272129,2018/10/09,HELLS KITCHEN,80 9TH ST S,Follow-Up,96,44.97482,-93.27267
189,272128,2019/09/05,HELLS KITCHEN,80 9TH ST S,Routine,72,44.97482,-93.27267
210,328779,2019/10/03,HELLS KITCHEN,80 9TH ST S,Follow-Up,96,44.97482,-93.27267
1338,26992,2017/03/24,HEN HOUSE EATERY,730 2ND AVE S,Routine,96,44.97528,-93.27049
1340,193464,2018/03/30,HEN HOUSE EATERY,730 2ND AVE S,Routine,86,44.97528,-93.27049
1354,247125,2018/05/14,HEN HOUSE EATERY,730 2ND AVE S,Follow-Up,92,44.97528,-93.27049
1349,247124,2019/04/22,HEN HOUSE EATERY,730 2ND AVE S,Routine,96,44.97528,-93.27049
937,237153,2018/03/23,HENNEPIN THEATRE TRUST,900 HENNEPIN AVE,Routine,100,44.97654,-93.27743
939,265806,2018/11/01,HENNEPIN THEATRE TRUST,900 HENNEPIN AVE,Routine,100,44.97654,-93.27743
938,247160,2019/04/12,HENNEPIN THEATRE TRUST,900 HENNEPIN AVE,Routine,100,44.97654,-93.27743
2287,27246,2017/07/18,HI-LO DINER,4020 LAKE ST E,Routine,82,44.94864,-93.21437
2322,205669,2017/09/19,HI-LO DINER,4020 LAKE ST E,Follow-Up,94,44.94864,-93.21437
2331,226636,2017/11/27,HI-LO DINER,4020 LAKE ST E,Follow-Up,98,44.94864,-93.21437
2302,205668,2018/08/13,HI-LO DINER,4020 LAKE ST E,Routine,68,44.94864,-93.21437
2343,264439,2018/10/15,HI-LO DINER,4020 LAKE ST E,Follow-Up,92,44.94864,-93.21437
2333,264438,2019/08/14,HI-LO DINER,4020 LAKE ST E,Routine,92,44.94864,-93.21437
17251,190605,2017/03/21,HIBACHI BUFFET,111 LAKE ST E,Follow-Up,100,44.94791,-93.27628
17262,193211,2017/04/25,HIBACHI BUFFET,111 LAKE ST E,Follow-Up,100,44.94791,-93.27628
17230,180597,2017/09/06,HIBACHI BUFFET,111 LAKE ST E,Routine,86,44.94791,-93.27628
17283,225305,2017/11/07,HIBACHI BUFFET,111 LAKE ST E,Follow-Up,96,44.94791,-93.27628
17268,225304,2018/03/13,HIBACHI BUFFET,111 LAKE ST E,Routine,92,44.94791,-93.27628
17300,245941,2018/05/10,HIBACHI BUFFET,111 LAKE ST E,Follow-Up,96,44.94791,-93.27628
17286,245940,2018/12/18,HIBACHI BUFFET,111 LAKE ST E,Routine,88,44.94791,-93.27628
17318,286553,2019/03/05,HIBACHI BUFFET,111 LAKE ST E,Follow-Up,100,44.94791,-93.27628
17306,286552,2019/12/18,HIBACHI BUFFET,111 LAKE ST E,Routine,84,44.94791,-93.27628
17319,339651,2020/01/27,HIBACHI BUFFET,111 LAKE ST E,Follow-Up,96,44.94791,-93.27628
20430,302853,2019/05/02,HIBACHI DARUMA,820 MARQUETTE AVE,Routine,90,44.97482,-93.27267
20433,309824,2019/05/29,HIBACHI DARUMA,820 MARQUETTE AVE,Follow-Up,96,44.97482,-93.27267
2232,181457,2018/01/03,HIMALAYAN RESTAURANT,2910 LAKE ST E,Routine,94,44.94863,-93.22954
2256,237233,2018/03/01,HIMALAYAN RESTAURANT,2910 LAKE ST E,Follow-Up,100,44.94863,-93.22954
2247,237232,2019/01/29,HIMALAYAN RESTAURANT,2910 LAKE ST E,Routine,98,44.94863,-93.22954
2260,294166,2020/02/05,HIMALAYAN RESTAURANT,2910 LAKE ST E,Routine,92,44.94863,-93.22954
10097,33129,2017/10/14,HOBAN KOREAN BBQ,2939 HENNEPIN AVE,Routine,96,44.94878,-93.29789
10131,231997,2017/12/20,HOBAN KOREAN BBQ,2939 HENNEPIN AVE,Follow-Up,100,44.94878,-93.29789
10112,231520,2018/10/25,HOBAN KOREAN BBQ,2939 HENNEPIN AVE,Routine,96,44.94878,-93.29789
10149,278695,2018/12/08,HOBAN KOREAN BBQ,2939 HENNEPIN AVE,Follow-Up,98,44.94878,-93.29789
10132,277404,2019/10/25,HOBAN KOREAN BBQ,2939 HENNEPIN AVE,Routine,88,44.94878,-93.29789
10153,334864,2019/11/23,HOBAN KOREAN BBQ,2939 HENNEPIN AVE,Follow-Up,100,44.94878,-93.29789
334,33172,2017/04/25,HOLA AREPA,3501 NICOLLET AVE,Routine,100,44.93934,-93.27752
330,33158,2017/10/11,HOLA AREPA,3501 NICOLLET AVE,Routine,100,44.93934,-93.27752
342,196890,2018/05/03,HOLA AREPA,3501 NICOLLET AVE,Routine,76,44.93934,-93.27752
373,249397,2018/06/13,HOLA AREPA,3501 NICOLLET AVE,Follow-Up,96,44.93934,-93.27752
331,228717,2018/10/23,HOLA AREPA,3501 NICOLLET AVE,Routine,100,44.93934,-93.27752
360,249396,2019/05/16,HOLA AREPA,3501 NICOLLET AVE,Routine,82,44.93934,-93.27752
375,311517,2019/07/02,HOLA AREPA,3501 NICOLLET AVE,Follow-Up,98,44.93934,-93.27752
332,277236,2019/09/22,HOLA AREPA,3501 NICOLLET AVE,Routine,100,44.93934,-93.27752
10875,237291,2018/12/14,HOLIDAY STATIONSTORE #25,5444 NICOLLET AVE,Routine,100,44.90433,-93.27859
10882,237292,2018/12/14,HOLIDAY STATIONSTORE #25,5444 NICOLLET AVE,Routine,100,44.90433,-93.27859
10876,286287,2019/12/17,HOLIDAY STATIONSTORE #25,5444 NICOLLET AVE,Routine,100,44.90433,-93.27859
10883,286292,2019/12/17,HOLIDAY STATIONSTORE #25,5444 NICOLLET AVE,Routine,100,44.90433,-93.27859
2050,180547,2017/01/26,HOLY LAND BAKERY & DELI,2513 CENTRAL AVE NE,Follow-Up,100,45.01368,-93.2468
2046,180546,2017/11/21,HOLY LAND BAKERY & DELI,2513 CENTRAL AVE NE,Routine,92,45.01368,-93.2468
2062,234231,2018/01/08,HOLY LAND BAKERY & DELI,2513 CENTRAL AVE NE,Follow-Up,100,45.01368,-93.2468
2053,234230,2018/11/21,HOLY LAND BAKERY & DELI,2513 CENTRAL AVE NE,Routine,100,45.01368,-93.2468
2063,281290,2019/11/18,HOLY LAND BAKERY & DELI,2513 CENTRAL AVE NE,Routine,94,45.01368,-93.2468
3329,180550,2017/01/26,HOLY LAND BRAND,2513 CENTRAL AVE NE,Follow-Up,96,45.01368,-93.2468
3326,180549,2017/11/21,HOLY LAND BRAND,2513 CENTRAL AVE NE,Routine,96,45.01368,-93.2468
3325,124985,2018/12/17,HOLY LAND BRAND,2513 CENTRAL AVE NE,Routine,100,45.01368,-93.2468
3332,234248,2018/12/17,HOLY LAND BRAND,2513 CENTRAL AVE NE,Routine,100,45.01368,-93.2468
3333,285899,2019/12/06,HOLY LAND BRAND,2513 CENTRAL AVE NE,Routine,98,45.01368,-93.2468
9471,33617,2017/07/18,HOLY LAND MIDTOWN,920 LAKE ST E #145,Routine,92,44.94931,-93.26076
9488,33650,2017/07/18,HOLY LAND MIDTOWN,920 LAKE ST E #145,Routine,92,44.94931,-93.26076
9483,204669,2017/08/16,HOLY LAND MIDTOWN,920 LAKE ST E #145,Follow-Up,100,44.94931,-93.26076
9496,204667,2017/08/16,HOLY LAND MIDTOWN,920 LAKE ST E #145,Follow-Up,100,44.94931,-93.26076
9468,33615,2018/07/16,HOLY LAND MIDTOWN,920 LAKE ST E #145,Routine,96,44.94931,-93.26076
9479,204668,2018/07/16,HOLY LAND MIDTOWN,920 LAKE ST E #145,Routine,98,44.94931,-93.26076
9494,204666,2018/07/16,HOLY LAND MIDTOWN,920 LAKE ST E #145,Routine,96,44.94931,-93.26076
9485,254676,2019/07/09,HOLY LAND MIDTOWN,920 LAKE ST E #145,Routine,94,44.94931,-93.26076
9498,254675,2019/07/09,HOLY LAND MIDTOWN,920 LAKE ST E #145,Routine,94,44.94931,-93.26076
7321,33696,2017/08/08,HONG KONG NOODLE RESTAURANT,901 WASHINGTON AVE SE,Routine,70,44.97381,-93.22527
7339,213985,2017/09/29,HONG KONG NOODLE RESTAURANT,901 WASHINGTON AVE SE,Follow-Up,96,44.97381,-93.22527
7336,213984,2018/08/22,HONG KONG NOODLE RESTAURANT,901 WASHINGTON AVE SE,Routine,94,44.97381,-93.22527
7343,266577,2019/08/29,HONG KONG NOODLE RESTAURANT,901 WASHINGTON AVE SE,Routine,84,44.97381,-93.22527
7352,327330,2019/10/28,HONG KONG NOODLE RESTAURANT,901 WASHINGTON AVE SE,Follow-Up,94,44.97381,-93.22527
23345,263923,2018/10/17,HOOK FISH & CHICKEN,1127 WEST BROADWAY,Routine,96,44.99888,-93.2953
23351,276812,2019/10/17,HOOK FISH & CHICKEN,1127 WEST BROADWAY,Routine,84,44.99888,-93.2953
23371,333927,2019/11/26,HOOK FISH & CHICKEN,1127 WEST BROADWAY,Follow-Up,84,44.99888,-93.2953
23389,337868,2020/01/07,HOOK FISH & CHICKEN,1127 WEST BROADWAY,Follow-Up,94,44.99888,-93.2953
20450,124866,2017/12/28,HOP21,501 WASHINGTON AVE S,Routine,100,44.97837,-93.26124
20456,236912,2018/12/11,HOP21,501 WASHINGTON AVE S,Routine,100,44.97837,-93.26124
20460,286270,2019/12/05,HOP21,501 WASHINGTON AVE S,Routine,94,44.97837,-93.26124
8232,214908,2017/11/08,HOPCAT,435 NICOLLET MALL,Routine,96,44.97883,-93.2697
8236,232576,2018/11/15,HOPCAT,435 NICOLLET MALL,Routine,100,44.97883,-93.2697
8238,279489,2019/11/15,HOPCAT,435 NICOLLET MALL,Routine,94,44.97883,-93.2697
15507,39500,2017/06/01,HOT INDIAN FOODS,920 LAKE ST E #124,Routine,88,44.94931,-93.26076
15525,39506,2017/06/15,HOT INDIAN FOODS,920 LAKE ST E #124,Routine,100,44.94931,-93.26076
15519,200643,2017/06/29,HOT INDIAN FOODS,920 LAKE ST E #124,Follow-Up,96,44.94931,-93.26076
15526,201609,2018/05/28,HOT INDIAN FOODS,920 LAKE ST E #124,Routine,96,44.94931,-93.26076
15515,200642,2018/06/01,HOT INDIAN FOODS,920 LAKE ST E #124,Routine,96,44.94931,-93.26076
23284,249567,2018/07/13,HOT INDIAN FOODS,121 8TH ST S #STE 242,Routine,80,44.97441,-93.27109
23299,254525,2018/08/15,HOT INDIAN FOODS,121 8TH ST S #STE 242,Follow-Up,96,44.97441,-93.27109
15523,251866,2019/05/30,HOT INDIAN FOODS,920 LAKE ST E #124,Routine,100,44.94931,-93.26076
15529,251493,2019/06/14,HOT INDIAN FOODS,920 LAKE ST E #124,Routine,96,44.94931,-93.26076
23294,254524,2019/07/10,HOT INDIAN FOODS,121 8TH ST S #STE 242,Routine,96,44.97441,-93.27109
2212,203703,2018/03/15,HOT PLATE 2.0,5204 BLOOMINGTON AVE,Routine,92,44.90863,-93.25284
2228,246077,2018/05/17,HOT PLATE 2.0,5204 BLOOMINGTON AVE,Follow-Up,100,44.90863,-93.25284
2221,246076,2019/05/17,HOT PLATE 2.0,5204 BLOOMINGTON AVE,Routine,96,44.90863,-93.25284
2264,192319,2017/10/17,ICEHOUSE,2528 NICOLLET AVE,Routine,94,44.9562,-93.27839
2277,230313,2017/12/21,ICEHOUSE,2528 NICOLLET AVE,Follow-Up,100,44.9562,-93.27839
2273,230312,2018/10/17,ICEHOUSE,2528 NICOLLET AVE,Routine,96,44.9562,-93.27839
2278,276341,2019/10/23,ICEHOUSE,2528 NICOLLET AVE,Routine,84,44.9562,-93.27839
2286,334792,2019/12/11,ICEHOUSE,2528 NICOLLET AVE,Follow-Up,100,44.9562,-93.27839
5489,20841,2017/05/05,ICHIDDO RAMEN,2710 NICOLLET AVE,Routine,92,44.95345,-93.27838
5505,197871,2017/06/12,ICHIDDO RAMEN,2710 NICOLLET AVE,Follow-Up,92,44.95345,-93.27838
21395,235487,2018/02/27,ICHIDDO RAMEN,1501 UNIVERSITY AVE SE #130,Routine,86,44.97901,-93.2346
21431,245688,2018/04/19,ICHIDDO RAMEN,1501 UNIVERSITY AVE SE #130,Follow-Up,86,44.97901,-93.2346
5513,203946,2018/05/07,ICHIDDO RAMEN,2710 NICOLLET AVE,Routine,100,44.95345,-93.27838
21440,248351,2018/05/31,ICHIDDO RAMEN,1501 UNIVERSITY AVE SE #130,Follow-Up,92,44.97901,-93.2346
21410,245687,2019/03/12,ICHIDDO RAMEN,1501 UNIVERSITY AVE SE #130,Routine,76,44.97901,-93.2346
21443,304329,2019/05/01,ICHIDDO RAMEN,1501 UNIVERSITY AVE SE #130,Follow-Up,90,44.97901,-93.2346
5520,242316,2019/05/10,ICHIDDO RAMEN,2710 NICOLLET AVE,Routine,96,44.95345,-93.27838
21451,310433,2019/06/11,ICHIDDO RAMEN,1501 UNIVERSITY AVE SE #130,Follow-Up,92,44.97901,-93.2346
6595,40102,2017/09/13,IDEAL DINER,1314 CENTRAL AVE NE,Routine,96,45.00156,-93.24775
6598,225588,2018/09/13,IDEAL DINER,1314 CENTRAL AVE NE,Routine,88,45.00156,-93.24775
6609,274226,2018/11/21,IDEAL DINER,1314 CENTRAL AVE NE,Follow-Up,100,45.00156,-93.24775
6606,274225,2019/09/13,IDEAL DINER,1314 CENTRAL AVE NE,Routine,98,45.00156,-93.24775
3695,124470,2017/12/28,IE,4724 CEDAR AVE S,Routine,88,44.91703,-93.2477
3717,237420,2018/03/07,IE,4724 CEDAR AVE S,Follow-Up,100,44.91703,-93.2477
3706,237419,2019/01/10,IE,4724 CEDAR AVE S,Routine,92,44.91703,-93.2477
3719,294809,2019/03/07,IE,4724 CEDAR AVE S,Follow-Up,100,44.91703,-93.2477
3720,294808,2020/01/09,IE,4724 CEDAR AVE S,Routine,80,44.91703,-93.2477
3735,340576,2020/01/29,IE,4724 CEDAR AVE S,Follow-Up,100,44.91703,-93.2477
20684,226722,2017/12/15,IGRILL,331 2ND AVE S #206,Routine,84,44.97862,-93.26647
20726,236835,2018/02/12,IGRILL,331 2ND AVE S #206,Follow-Up,98,44.97862,-93.26647
20700,236834,2018/12/12,IGRILL,331 2ND AVE S #206,Routine,68,44.97862,-93.26647
20767,281543,2019/01/29,IGRILL,331 2ND AVE S #206,Follow-Up,92,44.97862,-93.26647
20775,294596,2019/03/13,IGRILL,331 2ND AVE S #206,Follow-Up,100,44.97862,-93.26647
20730,281542,2019/12/10,IGRILL,331 2ND AVE S #206,Routine,58,44.97862,-93.26647
20781,338756,2020/01/08,IGRILL,331 2ND AVE S #206,Follow-Up,96,44.97862,-93.26647
15411,40181,2017/01/12,ILLUSION THEATER,528 HENNEPIN AVE,Routine,100,44.9794,-93.27351
15416,185802,2019/01/23,ILLUSION THEATER,528 HENNEPIN AVE,Routine,100,44.9794,-93.27351
4118,47047,2017/09/06,INDIA PALACE,2546 HENNEPIN AVE,Routine,92,44.95613,-93.29692
4127,225654,2018/09/06,INDIA PALACE,2546 HENNEPIN AVE,Routine,90,44.95613,-93.29692
4152,271364,2018/11/08,INDIA PALACE,2546 HENNEPIN AVE,Follow-Up,100,44.95613,-93.29692
4134,271363,2019/09/23,INDIA PALACE,2546 HENNEPIN AVE,Routine,70,44.95613,-93.29692
4154,330225,2019/10/29,INDIA PALACE,2546 HENNEPIN AVE,Follow-Up,88,44.95613,-93.29692
4162,336508,2020/01/31,INDIA PALACE,2546 HENNEPIN AVE,Follow-Up,86,44.95613,-93.29692
12656,47181,2017/01/04,INTERNATIONAL CUISINE BAR & GRILL REST,3508 LAKE ST E,Follow-Up,88,44.94866,-93.2211
12677,181084,2017/02/21,INTERNATIONAL CUISINE BAR & GRILL REST,3508 LAKE ST E,Follow-Up,96,44.94866,-93.2211
12663,47182,2017/11/22,INTERNATIONAL CUISINE BAR & GRILL REST,3508 LAKE ST E,Routine,94,44.94866,-93.2211
12699,233844,2018/01/11,INTERNATIONAL CUISINE BAR & GRILL REST,3508 LAKE ST E,Follow-Up,98,44.94866,-93.2211
12682,233843,2018/11/29,INTERNATIONAL CUISINE BAR & GRILL REST,3508 LAKE ST E,Routine,86,44.94866,-93.2211
12726,280713,2019/01/24,INTERNATIONAL CUISINE BAR & GRILL REST,3508 LAKE ST E,Follow-Up,94,44.94866,-93.2211
12733,293002,2019/03/14,INTERNATIONAL CUISINE BAR & GRILL REST,3508 LAKE ST E,Follow-Up,98,44.94866,-93.2211
12707,280712,2019/11/26,INTERNATIONAL CUISINE BAR & GRILL REST,3508 LAKE ST E,Routine,86,44.94866,-93.2211
12737,338018,2020/01/02,INTERNATIONAL CUISINE BAR & GRILL REST,3508 LAKE ST E,Follow-Up,92,44.94866,-93.2211
15642,47220,2017/08/21,IRON DOOR PUB,3001 LYNDALE AVE S,Routine,78,44.94812,-93.28775
15677,220599,2017/10/19,IRON DOOR PUB,3001 LYNDALE AVE S,Follow-Up,96,44.94812,-93.28775
15687,230376,2017/12/22,IRON DOOR PUB,3001 LYNDALE AVE S,Follow-Up,96,44.94812,-93.28775
15665,220598,2018/08/28,IRON DOOR PUB,3001 LYNDALE AVE S,Routine,90,44.94812,-93.28775
15695,270805,2018/10/24,IRON DOOR PUB,3001 LYNDALE AVE S,Follow-Up,94,44.94812,-93.28775
15692,270804,2019/08/28,IRON DOOR PUB,3001 LYNDALE AVE S,Routine,100,44.94812,-93.28775
11267,47411,2017/10/24,JAKEENOS PIZZA & PASTA,3555 CHICAGO AVE,Routine,100,44.93802,-93.26228
11272,231984,2018/10/03,JAKEENOS PIZZA & PASTA,3555 CHICAGO AVE,Routine,96,44.93802,-93.26228
11275,275159,2019/10/28,JAKEENOS PIZZA & PASTA,3555 CHICAGO AVE,Routine,96,44.93802,-93.26228
4848,47553,2017/06/22,JASMINE 26 RESTAURANT & BAR,8 26TH ST E #C102,Routine,98,44.95573,-93.27723
4856,202361,2018/06/19,JASMINE 26 RESTAURANT & BAR,8 26TH ST E #C102,Routine,100,44.95573,-93.27723
4861,253058,2019/06/19,JASMINE 26 RESTAURANT & BAR,8 26TH ST E #C102,Routine,98,44.95573,-93.27723
4865,47582,2017/06/14,JASMINE DELI,2532 NICOLLET AVE,Routine,96,44.9562,-93.27839
4869,201607,2018/06/12,JASMINE DELI,2532 NICOLLET AVE,Routine,100,44.9562,-93.27839
4874,252456,2019/06/12,JASMINE DELI,2532 NICOLLET AVE,Routine,94,44.9562,-93.27839
5774,54355,2017/02/21,JAX CAFE,1922 UNIVERSITY AVE NE,Routine,86,45.00833,-93.26356
5793,191101,2017/02/23,JAX CAFE,1922 UNIVERSITY AVE NE,Follow-Up,94,45.00833,-93.26356
5787,191076,2018/02/21,JAX CAFE,1922 UNIVERSITY AVE NE,Routine,98,45.00833,-93.26356
5802,245167,2019/02/21,JAX CAFE,1922 UNIVERSITY AVE NE,Routine,90,45.00833,-93.26356
10827,54392,2017/09/20,JEFE,219 MAIN ST SE,Routine,94,44.98464,-93.25398
10833,228054,2018/09/25,JEFE,219 MAIN ST SE,Routine,96,44.98464,-93.25398
